watchlist_date,tickers_e0,avg_pctchg,avg_rvol,avg_dollar_vol
2004-01-02,1242,,1.0,3004660.7470732024
2004-01-03,3,-0.0021845041647021723,0.0006969079932202271,2687.0
2004-01-05,1250,0.013900036859526435,1.1526664098045392,4434507.229999747
2004-01-06,1248,0.004244174495077581,1.085442866375518,4518995.501473442
2004-01-07,1245,0.004409621245538206,1.0288373538385434,4934477.808925228
2004-01-08,1234,0.009029839650142939,1.0834859267418722,5016052.538636255
2004-01-09,1241,0.00044043382031136035,1.0544965883060888,4492057.036358432
2004-01-10,5,0.0009732789170487699,0.00012269517432641016,5156.4
2004-01-12,1242,0.007877617501277618,1.0329451264828822,4356884.268241394
2004-01-13,1253,-0.0003575833635999435,0.9972139221996579,4183954.027013739
2004-01-14,1237,0.006914367857065765,1.0174673042758886,4777344.190345806
2004-01-15,1236,0.0007409695303705526,0.986012259442163,4337551.238902654
2004-01-16,1227,0.008399223131014193,1.0316894815225148,4388749.344297384
2004-01-17,10,0.025111079382814826,0.00999338693018482,5804.3
2004-01-20,1231,0.011412010442977594,1.1894766244485273,5047831.813529628
2004-01-21,1221,0.002361900454322195,1.0961906570373718,5056503.863088488
2004-01-22,1217,-0.002618025844269822,1.0521179513257124,4799100.839633301
2004-01-23,1212,0.004423111365394378,0.991632774928407,4252493.323170534
2004-01-24,6,-0.005434362924308341,0.00043923838218058823,22667.01
2004-01-26,1206,0.007016839980041708,1.0264176122757893,4079191.723502251
2004-01-27,1221,-4.1780002699231134e-05,1.0186176603160293,4781352.428269976
2004-01-28,1238,-0.014988350372900784,1.0839234192592784,5253665.906411944
2004-01-29,1250,-0.00941630843936853,1.0702461296606574,5385545.421032815
2004-01-30,1226,0.004596964652260843,0.8935277578607554,4018887.341605152
2004-01-31,7,-0.0012479501913159133,0.0011168982919872524,9487.699999999999
2004-02-02,1233,0.0002859132623853167,0.9726529395610359,4182244.3509644372
2004-02-03,1231,-0.0008584934852481543,0.9494691833439898,4353608.977380066
2004-02-04,1252,-0.015222138088803221,1.0192077784914002,4517948.972158911
2004-02-05,1253,-0.00024538808823269744,1.0175015281485351,4653372.3816465745
2004-02-06,1231,0.016827901320696902,0.9110158729200981,4048318.24210068
2004-02-07,9,-0.002149346906689467,0.0001541119234272664,6495.003333333333
2004-02-09,1221,0.00576006704417132,0.9099353872370177,3699594.2026222767
2004-02-10,1223,0.006952446094614157,0.996246102684954,4387348.59840271
2004-02-11,1221,0.006732221069018416,1.0384833160003484,4858680.190318551
2004-02-12,1217,-0.001883173896300108,0.9549260291709641,5495183.912433203
2004-02-13,1223,-0.005958307873905702,0.9392434119201538,4368807.244586435
2004-02-14,4,-1.9673896125615986e-05,0.0005901714975416662,80980.01000000001
2004-02-17,1222,0.008409675718284913,1.0045984841213451,5517357.12351009
2004-02-18,1221,-0.0026518478733974535,0.9649088082762701,5044895.038697078
2004-02-19,1226,-0.008298389281051859,0.9475805519320131,5171343.261743208
2004-02-20,1237,-0.004229815797188201,0.9637121302672287,4458817.124518685
2004-02-21,7,0.020882609005201686,0.00034596128627298973,3961.0
2004-02-23,1260,-0.010611759296911197,1.003522764459874,4522607.218834337
2004-02-24,1246,-0.002741973197431453,0.9934019143947717,4497949.303632352
2004-02-25,1235,0.006591981304273565,0.9552606963781958,3882825.394709259
2004-02-26,1236,0.005906728438978747,0.9099499477567237,4001371.259788121
2004-02-27,1238,0.006875797794317369,0.9501423725190248,4608932.290522863
2004-02-28,2,-0.006506163462016934,0.001112275036721104,39996.0
2004-03-01,1231,0.013012164448834448,1.1482298874362988,4848237.769776102
2004-03-02,1223,-0.001239032295887331,1.1439719909935113,5362212.365514267
2004-03-03,1213,0.001065485091964514,1.0922916555601416,5350360.537807308
2004-03-04,1216,0.007755091219246902,1.0133334132567815,4774149.938325837
2004-03-05,1217,0.002929683516193071,0.9775897264354195,4308285.201708058
2004-03-06,5,0.010839777875677803,0.004825384854392085,71806.54400000001
2004-03-08,1217,-0.0057303105274783585,0.9697779375631024,4189719.1702559986
2004-03-09,1238,-0.007961079897496223,0.9832399891668274,4235177.376736287
2004-03-10,1251,-0.01603585607334039,0.992492173766777,4145690.710500252
2004-03-11,1264,-0.010647023292684922,1.0234969442814406,4627273.992386031
2004-03-12,1240,0.012570246690019165,0.9468138268379268,3542545.146992327
2004-03-13,3,0.004286346868196252,0.0005040166179888478,7686.666666666667
2004-03-15,1282,-0.017601665649955377,0.9317704806110173,3504584.618881099
2004-03-16,1282,-0.002253063198035874,0.9690673942208209,4037277.932497761
2004-03-17,1245,0.013679579569119055,0.9056608159220019,4267390.007956146
2004-03-18,1254,-0.00265230063790949,0.8748598092459966,3818833.539774376
2004-03-19,1250,-0.003086471027823993,0.8273473095829812,3430284.2539181653
2004-03-20,4,0.05829429561313623,0.02456890599526932,6284.75
2004-03-22,1289,-0.01414913923891521,0.9945764363350659,3830288.574934408
2004-03-23,1285,0.0010050866031647992,0.9344104168454187,4117206.092290102
2004-03-24,1285,-0.004548120302366581,0.9160973226947142,3853976.569894922
2004-03-25,1275,0.01208018308433348,0.9933082055394027,4241234.10615292
2004-03-26,1269,0.005281887232131362,0.8859323996021807,3856855.3071292527
2004-03-27,2,-0.006801324562421274,0.0020655984075228042,13555.560000000001
2004-03-29,1254,0.010006652099222694,1.0216695329598813,4093105.6401083693
2004-03-30,1245,0.007385293078336231,1.0525591640113279,4114059.19237521
2004-03-31,1236,0.005326857559015234,1.079678372423269,4248029.294090409
2004-04-01,1237,0.007315388819674309,1.0301880894574547,4383020.341352235
2004-04-02,1236,0.01092311560079714,1.239115825780628,4234226.191485132
2004-04-03,4,0.0036954871544453705,0.00012359662219844648,2218.5
2004-04-05,1239,0.0038333745611234767,1.3046211001191501,3710800.9841463505
2004-04-06,1221,-0.006214458054671625,1.1113447087635435,3636874.629966307
2004-04-07,1231,0.0031956104301124675,1.0471464846409986,3601375.208014531
2004-04-08,1232,-0.0009346749848618999,0.9893210248527142,3319673.7375320652
2004-04-12,1237,0.0033207534094185443,1.0676050567706143,3178773.5517196953
2004-04-13,1257,-0.01533347848796554,1.1998143715268206,3828130.6381606883
2004-04-14,1251,-0.008140227825484814,1.1550175782029901,3636002.7275102264
2004-04-15,1267,-0.002898911855033791,1.0508786899593974,3512260.698252851
2004-04-16,1252,0.0059453437955093585,0.970559551394356,3494644.569860197
2004-04-19,1254,0.0036048911449466153,0.907053608882007,3090096.174572959
2004-04-20,1269,-0.012495350810839793,1.045582375137395,3726300.938475004
2004-04-21,1256,0.0019588149733229796,1.077781660731556,3935250.9530421505
2004-04-22,1248,0.00884293675690751,1.0600357739660788,4256942.812092206
2004-04-23,1247,-0.001255622879645392,1.0097803297530321,3666730.2559091663
2004-04-26,1248,-0.00126951086082402,1.0241143015956384,3948402.8993597315
2004-04-27,1254,-0.0008041872550664338,1.1138621877245187,4136713.0394602804
2004-04-28,1277,-0.020055082256713933,1.1532854199863403,4909077.019942885
2004-04-29,1294,-0.01644732682599781,1.1648649020315307,4883314.856743916
2004-04-30,1290,-0.011058899426271751,1.1186292608829524,4663688.134778819
2004-05-03,1285,-0.001835198260603399,1.1035665501760978,4482994.057209348
2004-05-04,1275,0.007762642668309467,1.02822225050257,4069327.9536535074
2004-05-05,1276,0.0020394484974755964,0.9102008379721299,3758343.8705107695
2004-05-06,1282,-0.01204427743149789,1.0061820375934851,4052661.3213668563
2004-05-07,1310,-0.018153864961995222,1.0259525398243334,4055448.701572374
2004-05-10,1350,-0.02343013724532984,1.2157636648827896,4610254.789854629
2004-05-11,1318,0.011667455355761233,1.003609829462133,3879451.6464996533
